siret,siren,nom_entreprise,nom_dirigeant,naf_code,naf_libelle,adresse,code_postal,ville,departement,site_web,email,telephone,effectif,date_creation,nature_juridique,priorite,source,date_collecte
53388453200011,533884532,MENUISERIE MOUGIN MORTEAU,MOUGIN,43.32A,43.32A,1 CHEMIN DES TOURRAIX 25500 MORTEAU,25500,MORTEAU,25,http://www.menuiserie-mougin-morteau.fr,menuiseriecharpente@mouginsarl.fr,09 79 72 01 67,03,2011-07-04,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
49295415100014,492954151,SARL JOSSERAND NOEL,JOSSERAND,43.32A,70.10Z,49 GRANDE RUE 25580 FALLERANS,25580,FALLERANS,25,,thibaultjosserand@gmail.com,06 11 37 08 70,NN,2006-11-13,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
61282010000016,612820100,VERMOT CONSTRUCTIONS FRANCE,VERMOT,43.32A,43.32A,22 LES TERRES ROUGES 25130 VILLERS-LE-LAC,25130,VILLERS-LE-LAC,25,http://vermot-des-roches.fr,lvermotdesroches@orange.fr,03 81 37 89 36,03,1961-01-01,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
48242264900012,482422649,BOILLON FERMETURES (BOILLON FERMETURES),BOILLON,43.32A,43.32A,RUE DE LA GARE 25770 FRANOIS,25770,FRANOIS,25,http://www.boillon-fermetures.fr/,gestion@boillon-fermetures.fr,03 81 59 99 75,11,2005-05-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
37776826200026,377768262,SAS PERCIER (CHENEAU SERVICE),THUEGAZ,43.32A,43.32A,11 ROCHE SUR LOUE 25610 ARC-ET-SENANS,25610,ARC-ET-SENANS,25,https://www.percier-charpente.com,perciersas@gmail.com,07 88 79 63 90,02,1990-04-01,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
88941061900023,889410619,MENUISERIE TREHANT,BARRET,43.32A,43.32A,3 RUE DE LA COMBE 25380 BELLEHERBE,25380,BELLEHERBE,25,,accueil@trehant.fr,03 81 44 37 28,03,2020-09-29,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
38854166600029,388541666,NOEL BOLLE REDDAT,BOLLE REDDAT (BOLLE REDDAT),43.32A,43.32A,2 RUE DU CHANOINE BRACHOTTE 25800 VALDAHON,25800,VALDAHON,25,http://www-guide-artisan.fr/bolle-reddat,bnoel56@sfr.fr,03 63 42 94 34,NN,1992-09-10,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
38148248800040,381482488,FOURNIER,FOURNIER (FOURNIER),43.32A,43.32A,1 RUE DU RANCHOT 25250 L'ISLE-SUR-LE-DOUBS,25250,L'ISLE-SUR-LE-DOUBS,25,http://menuiserie-fournier.fr,fournier.menuiserie@orange.fr,03 81 92 74 66,11,1991-04-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
40874090000019,408740900,SARL MIROITERIE DES SAPINS,JACQUES (JACQUES),43.32A,43.32A,RUE DU LHOTAUD 25560 FRASNE,25560,FRASNE,25,http://www.miroiterie-des-sapins-ouvertures.com,contact@miroiteriedessapins.fr,03 81 89 75 59,01,1996-09-02,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
41074061700015,410740617,GIRARD JEAN-MARIE - MENUISERIE - EBENISTERIE - CHARPENTE,GIRARD,43.32A,43.32A,RUE DE VILLERS SOUS CHALAMONT 25270 VILLENEUVE D'AMONT,25270,VILLENEUVE D'AMONT,25,http://menuiserie-girard.fr/,sarl@menuiseriegirard.fr,03 81 89 50 87,12,1997-01-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
39149385500020,391493855,THIONNET JEAN-MARIE,RL BOIS,43.32A,43.32A,7 IMPASSE DE LA FABRIQUE 25160 LABERGEMENT-SAINTE-MARIE,25160,LABERGEMENT-SAINTE-MARIE,25,,a.lanaud@charpente-couverture-thionnet.com,03 81 69 33 54,03,1993-04-15,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
41504283700013,415042837,GGM EURL (G.G.M. EURL),JUAN,43.32A,43.32A,13 RUE DES AGES 25390 LORAY,25390,LORAY,25,http://www.ggm-menuiseries-fenetres.fr,contact@ggm-fermetures.fr,03 81 43 22 71,03,1998-01-01,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
52174239500044,521742395,FENETRES FERMETURES DU DOUBS (FENETRES FERMETURES DU DOUBS),GROUPE BOILLOT FENETRES FERMETURES,43.32A,43.32A,1 ZAE COMBE PARNETTE 25440 LAVANS-QUINGEY,25440,LAVANS-QUINGEY,25,http://www.fenetresfermeturesdudoubs.com,direction@fenetresdudoubs.com,03 81 84 64 04,11,2010-04-01,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
53240132000017,532401320,SD MENUISERIE,DEVILLERS (DEVILLERS),43.32A,43.32A,4 CHEMIN DE LA RUOTTE 25690 PASSONFONTAINE,25690,PASSONFONTAINE,25,,sdmenuiserie@yahoo.fr,07 88 45 76 86,NN,2011-04-22,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
