siret,siren,nom_entreprise,nom_dirigeant,naf_code,naf_libelle,adresse,code_postal,ville,departement,site_web,email,telephone,effectif,date_creation,nature_juridique,priorite,source,date_collecte
82405355700024,824053557,CLIMAT HOME SERVICES,JUPIN,43.22B,43.22B,13 LOT LES JARDINS DE PANARIOL 31840 AUSSONNE,31840,AUSSONNE,31,http://www.climahomeservices.fr,climathomeservices@outlook.fr,06 44 20 54 14,11,2016-12-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
45022204700026,450222047,CONFORT ENERGIE,CAUSSE (CAUSSE),43.22B,43.22B,215 ROUTE DE REVEL 31400 TOULOUSE,31400,TOULOUSE,31,http://www.confort-energie.net,christellecnrj@gmail.com,05 61 39 29 04,11,2003-10-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
51423219800010,514232198,FOREST ENERGIE,FOREST,43.22B,43.22B,2 B CHEMIN DE L'ENCLOS 31450 MONTGISCARD,31450,MONTGISCARD,31,http://www.forest-energie.com,administratif@forest-energie.com,05 63 59 93 80,NN,2009-08-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
91754534500014,917545345,AVEZAC ENERGIE (AVEZAC ENERGIE),AVEZAC,43.22B,43.22B,460 AVENUE SIMONE VEIL 31800 SAINT-GAUDENS,31800,SAINT-GAUDENS,31,https://www.qualit-enr.org/entreprises/avezac-energie,avezac.energie@gmail.com,05 61 89 76 26,03,2022-06-29,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
98242868200016,982428682,HELIEAU SOLUTIONS (HES),SAAKIE,43.22B,43.22B,2 RUE LUCIE AUBRAC 31880 LA SALVETAT-SAINT-GILLES,31880,LA SALVETAT-SAINT-GILLES,31,https://www.qualit-enr.org/entreprises/helieau-solutions,amosaakie@hotmail.fr,07 66 23 04 57,NN,2024-01-01,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
41529076600021,415290766,EURL BARTHE LAURENT,BARTHE (BARTHE),43.22B,43.22B,ZONE DE MONTREDON 3 RUE D'ARIANE 31240 L'UNION,31240,L'UNION,31,http://www.bartheclimatisation.com,laurent.barthe@wanadoo.fr,05 34 30 10 65,11,1998-01-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
43191459700023,431914597,LOGEPHIL,FAUCHE (FAUCHE),43.22B,43.22B,16 AVENUE ANDRE BOUSQUAIROL 31400 TOULOUSE,31400,TOULOUSE,31,https://www.qualit-enr.org/entreprises/logephil,logephil.climatisation@gmail.com,05 61 54 35 75,NN,2000-07-18,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
43534770300041,435347703,PRO GAZ SERVICES,MAILLARD (GUERRINI),43.22B,43.22B,4 IMPASSE DE LA GRANDE VIGNE 31410 NOE,31410,NOE,31,,progazservices@sfr.fr,06 18 16 14 61,NN,2001-04-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
51209828600010,512098286,SLOWATT,SALEIX (SALEIX),43.22B,43.22B,ZAC PORTE DE MURET 17 RUE PIERRE DE FERMAT 31600 MURET,31600,MURET,31,https://www.qualit-enr.org/entreprises/slowatt-sarl-,marjorie.aynie@slowatt.fr,05 62 23 39 40,NN,2009-04-06,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
52101458900027,521014589,JOEL PALLY (AIR CALORIES),PALLY (PALLY),43.22B,43.22B,13 ZONE ARTISANALE LAGARRIGUE 31380 GARIDECH,31380,GARIDECH,31,https://www.qualit-enr.org/entreprises/sarl-pally-jerome,jeromepally@icloud.com,02 54 77 31 46,NN,2010-03-15,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
