siret,siren,nom_entreprise,nom_dirigeant,naf_code,naf_libelle,adresse,code_postal,ville,departement,site_web,email,telephone,effectif,date_creation,nature_juridique,priorite,source,date_collecte
45356440300039,453564403,SARL OLIVIER ROQUIN,ROQUIN (ROQUIN),43.91A,43.91A,15 RUE DU COLOMBIER 37700 SAINT-PIERRE-DES-CORPS,37700,SAINT-PIERRE-DES-CORPS,37,http://www.couverture-charpente-tours.fr,olivier.roquin@gmail.com,02 47 05 92 60,02,2004-06-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
82161640600020,821616406,LK COUVERTURE,DILLIES (DILLIES),43.91A,43.91A,LA FONTAINE 37380 MONNAIE,37380,MONNAIE,37,http://www.lkcouverture.fr,entrepriselkcouverture@gmail.com,02 47 22 15 89,11,2016-07-25,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
82276404900018,822764049,SAS SV (VINCENT SICAULT),MONTAGU (MONTAGU),43.91A,43.91A,ZI LES PINS 6 RUE DES ARTISANS 37230 LUYNES,37230,LUYNES,37,,sasvincentsicault@gmail.com,02 47 55 64 23,02,2016-09-27,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
95076661800017,950766618,SAS MARTINEAU,MARTINEAU,43.91A,43.91A,ZA LA NOIRAIE RUE PAUL LOUIS COURIER 37370 SAINT-PATERNE-RACAN,37370,SAINT-PATERNE-RACAN,37,,ent.martineaup@gmail.com,02 47 29 34 34,03,2023-03-17,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
95232987800013,952329878,SAUQUES TOURAINE COUVERTURE,DELBART,43.91A,43.91A,ZA N 3 186 ALL DE FOSSE NEUVE 37210 PARCAY-MESLAY,37210,PARCAY-MESLAY,37,,sauques@free.fr,02 47 29 11 00,02,2023-05-02,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
92216747300011,922167473,SARL JAMES MAZIERES,MAZIERES,43.91A,43.91A,40 RUE MICHEL DE MAROLLES 37460 GENILLE,37460,GENILLE,37,,james.mazieres37@orange.fr,02 36 05 42 23,02,2023-01-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
99175265000010,991752650,BONZON COUVERTURE,BONZON,43.91A,43.91A,4 PLACE JEAN FERRAT 37380 REUGNY,37380,REUGNY,37,http://www.cabinetbonzon.com,contact@olivierbonzon-architectes.com,04 75 43 78 15,NN,2025-10-16,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
89484741700017,894847417,SARL DEVAUD CHRISTIAN,DEVAUD (DEVAUD),43.91A,43.91A,47 ROUTE DE BOURGUEIL 37140 RESTIGNE,37140,RESTIGNE,37,http://sarldevaud.com,sarl.devaud@gmail.com,02 41 52 96 12,NN,2021-03-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
52002551100012,520025511,ERIC DUCHEMIN,DUCHEMIN (DUCHEMIN),43.91A,43.91A,LES GRANGES ROUGES 37270 AZAY SUR CHER,37270,AZAY SUR CHER,37,http://www.af62.com,contact@af62.fr,07 65 66 18 02,NN,2010-01-01,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
75385618600014,753856186,LETERME PERE ET FILS,LETERME (LETERME),43.91A,43.91A,4 RUE DES ARTISANS 37300 JOUE-LES-TOURS,37300,JOUE-LES-TOURS,37,http://leterme-facade.fr,entreprise.leterme@orange.fr,03 20 36 00 10,NN,2012-09-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
75399225400031,753992254,SOCIETE GIRARD-TARDY (TARDY ENERGY BY ETS TARDY),TARDY (TARDY),43.91A,43.91A,14 RUE NICOLAS APPERT 37300 JOUE-LES-TOURS,37300,JOUE-LES-TOURS,37,http://www.charpente-couverture-tardy.fr/,contact@etstardy.com,02 47 88 88 88,02,2012-09-25,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
53073452400024,530734524,HOUDAYER FLORENT EURL (CHARPENTE ISOBOIS),HOUDAYER (HOUDAYER),43.91A,43.91A,1 B ROUTE DE LA ROCHE POSAY 37290 YZEURES-SUR-CREUSE,37290,YZEURES-SUR-CREUSE,37,,contact@sarlhoudayer.fr,02 43 42 11 82,NN,2011-02-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
49198181700027,491981817,JEAN-MICKAEL DANIEAU,DANIEAU (DANIEAU),43.91A,43.91A,4 ROUTE DE CHINON 37120 LEMERE,37120,LEMERE,37,,danieau.patrice@gmail.com,06 68 34 60 20,NN,2006-10-02,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
50423211700045,504232117,CARRE MONSIGNY TOITURES (CMET - DUBOIS - GUIGNON),CARRE,43.91A,43.91A,14 RUE DES ECOLES 37340 AVRILLE-LES-PONCEAUX,37340,AVRILLE-LES-PONCEAUX,37,,carre.monsigny.toitures@gmail.com,02 47 24 93 81,03,2008-05-15,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
39391981600024,393919816,SARL CORNET,CORNET (CORNET),43.91A,43.91A,ZA VAL AU MOINE 37160 DESCARTES,37160,DESCARTES,37,,secretariat@sarl-cornet-37.fr,02 47 59 84 50,11,1994-02-07,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
82883156000036,828831560,ALPHATEC (KALI RENOV),GIROUX,43.91A,43.91A,39 RUE DES GRANGES GALAND 37550 SAINT-AVERTIN,37550,SAINT-AVERTIN,37,https://www.qualit-enr.org/entreprises/md-alphatech,mdalphatech@gmail.com,06 70 03 65 50,03,2017-04-01,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
33486026900011,334860269,GALLAND CHARPENTE COUVERTURE ZINGUERIE,BIZOT (BIZOT),43.91A,43.91A,93 RUE DESCARTES 37290 YZEURES-SUR-CREUSE,37290,YZEURES-SUR-CREUSE,37,http://www.sasgalland.com,contact@sasgalland.com,02 47 94 48 23,03,1986-01-01,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
83460583400037,834605834,SARL M.D.C,DE CARVALHO (DE CARVALHO),43.91A,43.91A,9 IMPASSE ANDRE-MARIE AMPERE 37230 FONDETTES,37230,FONDETTES,37,,m.d.c.couverture@gmail.com,02 47 27 97 01,03,2018-01-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
79182316400029,791823164,LES CHARPENTES TRADITIONNELLES DE TOURAINE (C.T.T.) (C.T.T.),GAUTHIER (GAUTHIER),43.91A,43.91A,SITE ARTISANAL DU MAY 37270 AZAY-SUR-CHER,37270,AZAY-SUR-CHER,37,http://www.charpentes-traditionnelles-touraine.fr,christelle.gauthier@ctt-charpentes.fr,02 47 50 46 47,12,2013-03-14,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
90270246300024,902702463,TOITURE SUR MESURE (TOITURE SUR MESURE),MARTIN (MARTIN),43.91A,43.91A,104 RUE DES HAUTES MARCHES 37520 LA RICHE,37520,LA RICHE,37,,toituresurmesure37@gmail.com,06 75 77 56 97,03,2021-08-24,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
90379331300011,903793313,GADIN FRANCK,GADIN (GADIN),43.91A,43.91A,4 LES HAYES 37190 DRUYE,37190,DRUYE,37,http://www.meublesgadin.com,meubles.gadin@wanadoo.fr,05 49 86 26 78,01,2021-01-01,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
31819769600046,318197696,ENTREPRISE PECHON,PECHON (PECHON),43.91B,43.91B,18 AVENUE ANDRE AMPERE 37540 SAINT-CYR-SUR-LOIRE,37540,SAINT-CYR-SUR-LOIRE,37,,pechon.couverture@wanadoo.fr,02 47 51 36 35,03,1975-01-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
81910449800012,819104498,COUVERTURE DE LOIRE (COUVERTURE DE LOIRE),VIOUX,43.91B,43.91B,1 RUE DE LA FRELONNERIE 37270 MONTLOUIS-SUR-LOIRE,37270,MONTLOUIS-SUR-LOIRE,37,,corentin.vioux@gmail.com,06 47 97 96 04,03,2016-03-20,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
83120942400017,831209424,SARL DUVAL,DUVAL,43.91B,43.91B,LES ROUJOUX 37800 DRACHE,37800,DRACHE,37,,guillaume.duval0424@orange.fr,06 79 77 71 50,02,2017-07-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
47857888300017,478578883,RICHARD AGNAN (AFP COUVERTURE AGNAN RICHARD),AGNAN (AGNAN),43.91B,43.91B,9 LE TAILLIS DU PAYS 37340 CLERE-LES-PINS,37340,CLERE-LES-PINS,37,http://www.afp.couverture.com,richard.agnan@wanadoo.fr,,12,2004-10-01,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
39953457700024,399534577,EURL BARILLIER,BARILLIER,43.91B,43.91B,63 RUE DE LA REPUBLIQUE 37800 SEPMES,37800,SEPMES,37,http://www.barillier-toiture.fr,contact@barillier-toiture.fr,02 47 65 51 55,01,1995-01-09,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
43752223800025,437522238,TRILLO TOITURE,TRILLO (TRILLO),43.91B,43.91B,LIEU DIT SAUGET 7 RUE DU PETIT SAUGET 37420 BEAUMONT-EN-VERON,37420,BEAUMONT-EN-VERON,37,http://www.touraine-couverture.com,trillo-toiture@orange.fr,02 47 95 15 83,02,2001-04-02,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
50767922300028,507679223,GUILLEMOT,GUILLEMOT (GUILLEMOT),43.91B,43.91B,ZA BENAIS-RESTIGNE 2 RUE DU CHANGEON 37140 BENAIS,37140,BENAIS,37,http://www.guillemot-couverture-bourgueil.fr,sarl.guillemot.frederic@orange.fr,02 47 97 67 66,02,2008-09-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
53967446500023,539674465,SARL VINCENT MEUNIER,MEUNIER (MEUNIER),43.91B,43.91B,FNO 1469 LOT 2 ZA LES NONGRENIERES 37360 NEUILLE-PONT-PIERRE,37360,NEUILLE-PONT-PIERRE,37,http://www.couverture-touraine-meunier.fr,vincent_meunier@gmx.fr,02 47 40 01 25,01,2012-03-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
49062035800021,490620358,RAIMBAULT,BOUGUEREAU (BOUGUEREAU),43.91B,43.91B,RUE DU BOIS BOUQUIN 37110 CHATEAU-RENAULT,37110,CHATEAU-RENAULT,37,,basile.raimbault@brarchitecte.com,06 75 89 74 33,03,2006-07-01,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
