siret,siren,nom_entreprise,nom_dirigeant,naf_code,naf_libelle,adresse,code_postal,ville,departement,site_web,email,telephone,effectif,date_creation,nature_juridique,priorite,source,date_collecte
33101568500075,331015685,AQUITAINE BARDAGE COUVERTURE (AQUITAINE BARDAGE COUVERTURE&QUOT;) (ABC),EMERAUDE POWER GROUP,43.91B,43.91B,8 ET 10 RUE CANTELAUDETTE 33310 LORMONT,33310,LORMONT,33,http://emeraude-solaire.com,adminbdx@emeraude-solaire.com,05 56 81 06 67,11,1984-09-01,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
83312841600025,833128416,A.M.G RENOVATION,MARIN (MARIN),43.91B,43.91B,11 RUE GALIN 33100 BORDEAUX,33100,BORDEAUX,33,,amgbreysse@gmail.com,06 79 51 22 69,NN,2017-11-06,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
49160654700025,491606547,COUVERTURE DE A A Z SUD OUEST (CAZSO),BELGODERE (BELGODERE),43.91B,43.91B,16 COURS AUSONE 33430 BAZAS,33430,BAZAS,33,http://www.cazso.fr/,couvertureaz@yahoo.fr,05 56 25 23 12,02,2006-08-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
48378632300020,483786323,JEAN TALEC (TBC CONSTRUCTION),TALEC (TALEC),43.99C,43.99C,4 AVENUE DU PERIGORD 33370 POMPIGNAC,33370,POMPIGNAC,33,,g.quiniou@metalec.eu,01 34 53 92 77,NN,2005-09-10,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
81457067700074,814570677,AIR ENERGIE,GUYONNEAU,43.22B,43.22B,1 ROUTE DU FILEUR 33750 BEYCHAC-ET-CAILLAU,33750,BEYCHAC-ET-CAILLAU,33,http://www.airenergie.org,adv@airenergie.org,07 68 23 63 05,01,2015-11-01,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
89848970300030,898489703,SO ROOF,ARSICAUD (ARSICAUD),43.99A,43.99A,114 RUE NICOLAS COPERNIC 33127 SAINT-JEAN-D'ILLAC,33127,SAINT-JEAN-D'ILLAC,33,http://www.so-roof.fr,bordeaux@so-roof.fr,05 33 89 53 12,11,2021-04-08,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
37859284400021,378592844,EULALIE BERGINA,BERGINA,43.32A,43.32A,46 ROUTE DU PETIT MOULIN 33340 GAILLAN-EN-MEDOC,33340,GAILLAN-EN-MEDOC,33,https://www.qualit-enr.org/entreprises/aasgard-sainte-eulalie,sainteeulalie@aasgard.fr,09 78 46 77 31,NN,1990-06-01,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
78843219300035,788432193,SAMI HAMMED (R2S ENERGIES),HAMMED (HAMMED),43.22A,43.22A,6 RUE CAMILLE MUFFAT 33140 VILLENAVE-D'ORNON,33140,VILLENAVE-D'ORNON,33,https://www.qualit-enr.org/entreprises/r2s-energies,r2senergies@gmail.com,06 52 87 71 75,NN,2012-08-21,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-10
41988733600040,419887336,DIONIZIO DE ABREU (DAD MULTISERVICES),DE ABREU,43.39Z,43.39Z,CHEMIN DE LA POSTE 34130 MAUGUIO,34130,MAUGUIO,34,,chabreuil.eric@orange.fr,06 09 31 89 40,NN,1998-09-01,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
92877776200016,928777762,SUNPLIFY,FLACHAIRE,43.21A,43.21A,ESPACE ENTREPRISE GAROSUD 48 RUE CLAUDE BALBASTRE 34070 MONTPELLIER,34070,MONTPELLIER,34,https://www.qualit-enr.org/entreprises/sunplify,sunplify.fr@gmail.com,07 86 92 52 25,NN,2024-05-14,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
40368224800022,403682248,ABDELLAH EL GOUCH (ABP 34),EL GOUCH (EL GOUCH),43.34Z,43.34Z,68 RUE DES CIGALES 34500 BEZIERS,34500,BEZIERS,34,http://www.maconnerie-couverture-crozon.fr,valerie.mengouchi@hotmail.fr,02 98 27 53 30,NN,1996-02-17,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
92817082800018,928170828,C'RENOV+ FROID,COELHO,43.32A,43.32A,53 BOULEVARD FRATERNITE PROLONGE 34550 BESSAN,34550,BESSAN,34,http://www.dacrenov.fr,dac39renovation@gmail.com,06 81 55 04 83,NN,2024-04-25,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
44075608800082,440756088,MULTITEC,DELOISON,43.21A,43.21A,195 AVENUE ALFRED SAUVY 34470 PEROLS,34470,PEROLS,34,,multitec.contact@gmail.com,02 54 24 57 33,NN,2002-02-04,5599,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
49839789200031,498397892,OZCAN YILDIZ (YILDIZ OZCAN RENOVATION ART BAT CONCEPT),YILDIZ (YILDIZ),43.99C,43.99C,42 AVENUE GRASSION CIBRAND CARNON 34130 MAUGUIO,34130,MAUGUIO,34,http://otravauxreunies.fr,otr.reno@gmail.com,06 23 71 86 19,NN,2007-07-01,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
48432976800036,484329768,NAMIK ACAR,ACAR,43.99C,43.99C,B2 LE PANORAMIQUE 810 AVENUE DE MAURIN 34000 MONTPELLIER,34000,MONTPELLIER,34,,menuiseriedynamik@gmail.com,06 71 81 12 39,NN,2005-10-01,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
44843586700032,448435867,REMY VIGNAUX,VIGNAUX,43.91A,43.91A,[NON-DIFFUSIBLE],[NON-DIFFUSIBLE],MONTPELLIER,34,,jeromevignaux@orange.fr,06 85 02 89 88,NN,2003-05-12,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
