siret,siren,nom_entreprise,nom_dirigeant,naf_code,naf_libelle,adresse,code_postal,ville,departement,site_web,email,telephone,effectif,date_creation,nature_juridique,priorite,source,date_collecte
41057771200020,410577712,SOCIETE RICHE,LABASSE,43.32B,43.32B,CHEZ BASCLE ROUTE DE MIRAMBEAU 17500 JONZAC,17500,JONZAC,17,,riche.sarl@wanadoo.fr,05 46 48 10 94,02,1997-01-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
41832211100026,418322111,TARDY SARL,GUIBERT (TARDY),43.32B,43.32B,16 RUE DE LA BLANCHISSERIE 17380 LA DEVISE,17380,LA DEVISE,17,http://tardyentreprises.com,comptabilite@tardyentreprises.com,04 78 34 18 31,NN,1998-04-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
33372002700015,333720027,BOUYER SARL,SELME,43.32B,43.32B,97 GRANDE RUE 17400 SAINT-JULIEN-DE-L'ESCAP,17400,SAINT-JULIEN-DE-L'ESCAP,17,,bouyer.menuiserie@hotmail.fr,06 22 21 94 92,NN,1985-07-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
79320047800014,793200478,METALLIERS DE HAUTE SAINTONGE (METALLIERS DE HAUTE SAINTONGE) (MHS),TALLON,43.32B,43.32B,ZONE D'ACTIVITE LES SARDS ROUTE DE BLAYE 17210 BUSSAC-FORET,17210,BUSSAC-FORET,17,,contact@metallierslorrains.fr,03 83 37 18 04,NN,2013-05-01,5458,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
99924610100011,999246101,OMBRIERE FRANCE HORIZON,CHENILLOT,43.32B,43.32B,14 RUE JEAN JAURES 17360 SAINT-AIGULIN,17360,SAINT-AIGULIN,17,http://www.optarel.com,mariane.tharaud@optarel.com,05 56 49 76 20,NN,2026-01-02,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
51998042900012,519980429,ERIC BIROT,BIROT,43.32B,43.32B,1 MONDOUBLET 17130 ROUFFIGNAC,17130,ROUFFIGNAC,17,,birot-couverture@sfr.fr,01 75 74 55 26,NN,2010-02-08,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
49063325200013,490633252,GISELE COUTANT (CHAUVEAU),COUTANT (CHAUVEAU),43.32B,43.32B,ZONE PONT NEUF RUE PIERRE MARIE TOUBOULIC 17300 ROCHEFORT,17300,ROCHEFORT,17,https://www.qualit-enr.org/entreprises/sarl-coutant-elec,coutant.elec@orange.fr,05 46 49 78 57,NN,2006-06-01,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
49109490000025,491094900,GAUTREAU JN (GAUTREAU JN),GAUTREAU,43.32B,43.32B,2 RUE GASTON BALANDE 17137 NIEUL-SUR-MER,17137,NIEUL-SUR-MER,17,https://www.isolation-renovation.fr/,contact@sghabitat.fr,02 51 41 45 44,NN,2006-07-01,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
75010323600014,750103236,ERIC BRISSONNEAU,BRISSONNEAU,43.32B,43.32B,52 RUE DE L’ARNOULT 17810 NIEUL-LES-SAINTES,17810,NIEUL-LES-SAINTES,17,,brissonneauoliviersarl@gmail.com,02 40 31 42 60,NN,2012-04-01,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
52763233500016,527632335,ART DE L'ENDUIT,,43.33Z,70.10Z,14 RUE CAMILLE PELLETAN 17600 SAUJON,17600,SAUJON,17,http://www.facade-bordeaux-isolenduit.fr,isolenduit@hotmail.com,05 56 48 55 69,NN,2010-10-01,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
41384057000035,413840570,PARVAUD CERAMIQUE SARL,,43.33Z,43.33Z,PARC ATLANTIQUE RUE DES PLAINES 17810 SAINT-GEORGES-DES-COTEAUX,17810,SAINT-GEORGES-DES-COTEAUX,17,,menuiseriedelaleyre@orange.fr,06 84 50 43 79,NN,1997-10-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
42282084500036,422820845,JEAN SUIRE,SUIRE,43.33Z,43.33Z,LOTISSEMENT LE POMMERET 12 RUE DE LA CHENAIE 17170 LA LAIGNE,17170,LA LAIGNE,17,,bernard.suire.electricite@wanadoo.fr,06 23 31 55 47,NN,1999-05-03,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
50956117100018,509561171,MESNA GUNAY,GUNAY,43.33Z,43.33Z,LE CLOS DU GRAND PRETRE 5 RUE DES ORATORIENS 17230 VILLEDOUX,17230,VILLEDOUX,17,,contact@bmesnage.fr,02 33 41 01 67,01,2008-12-16,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
51402878600036,514028786,AKTAS,TEKIN,43.33Z,43.33Z,124 RUE VOLTAIRE 17300 ROCHEFORT,17300,ROCHEFORT,17,,eurlaktas@gmail.com,06 24 79 83 23,03,2009-08-01,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
48373252500017,483732525,TRANQUARD FREDERIC,,43.33Z,43.33Z,9 PLACE DE LA GRAND FONT 17100 SAINTES,17100,SAINTES,17,https://www.tranquardstephane.fr/,tranquardstephane@gmail.com,05 46 87 42 46,NN,2005-08-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
49066313500021,490663135,ERIC PALAIN,PALAIN,43.33Z,43.33Z,18 RUE FIEF DE LA FONTAINE 17600 SAINT-ROMAIN-DE-BENET,17600,SAINT-ROMAIN-DE-BENET,17,http://www.chapalainpascal.com,contact@chapalainpascal.com,02 98 79 16 81,NN,2006-07-03,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
75350508000014,753505080,BERNARD PERE ET FILS,,43.33Z,43.33Z,3 IMPASSE DE LA SCIERIE 17390 LA TREMBLADE,17390,LA TREMBLADE,17,https://www.qualit-enr.org/entreprises/bernard-pere-et-fils,contact@la-cee.com,07 83 80 32 09,NN,2012-09-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
44534371800034,445343718,RAVALEMENT DE FRANCE 17 (R.D.F. 17),BASTAN,43.33Z,43.33Z,ZA DE CROIX FORT 9 RUE DU VENT 17220 SAINT-MEDARD-D'AUNIS,17220,SAINT-MEDARD-D'AUNIS,17,http://www.ravalementdefrance.com,contact@ravalementdefrance.com,05 46 41 63 39,11,2003-03-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
40003857600023,400038576,SARL SMPC,,43.33Z,43.33Z,LA DAGUE 17270 CERCOUX,17270,CERCOUX,17,http://www.smpcrenovation.fr,contact@smpcrenovation.fr,04 72 05 15 70,NN,1995-01-27,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
81504256900021,815042569,EDERN EMERIT,EMERIT,43.33Z,43.33Z,149 CHEMIN DES DEAUX 17100 BUSSAC-SUR-CHARENTE,17100,BUSSAC-SUR-CHARENTE,17,,menuiserie.eguinamant@gmail.com,,NN,2016-01-01,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
83772435000017,837724350,MARC BENON (ART SOL PRO),BENON,43.33Z,43.33Z,PERIGNY 4 APPT 16 6 RUE BARBAROUX 17000 LA ROCHELLE,17000,LA ROCHELLE,17,http://www.benon-sylvain-menuiserie.fr,sylvain1.7@hotmail.fr,05 16 35 55 21,NN,2018-02-26,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
93434356700012,934343567,LES CARRELEURS CHARENTAIS,BARADAT (ALIBOUCH),43.33Z,43.33Z,BATIMENT 7 38 RUE MONTCALM 17000 LA ROCHELLE,17000,LA ROCHELLE,17,,couvreurscharentais@gmail.com,06 27 55 63 35,NN,2024-10-11,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
48237617500014,482376175,SARL SARRAZIN,SARRAZIN,43.33Z,43.33Z,2 RUE CHARLES DE GAULLE 17800 AVY,17800,AVY,17,http://www.menuiseries-sarrazin.com,ent.sarrazin@gmail.com,03 85 47 56 64,01,2005-04-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
48977826600010,489778266,PAULO,,43.33Z,43.33Z,LA CABANE DES CHINTRES 17290 BALLON,17290,BALLON,17,http://www.paulo-menuisier-installateur.fr,sarl.paulo@orange.fr,02 37 90 22 87,NN,2006-04-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
82254184300014,822541843,FLORAN BICHON,BICHON,43.33Z,43.33Z,4 CHEMIN DU CHAMP DU MOULIN ETRAY 17770 JUICQ,17770,JUICQ,17,http://www.maconnerie-bichon.fr/,ent.bichon@orange.fr,02 40 65 42 04,NN,2016-09-15,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
83202053100022,832020531,UTOPIA CARRELAGE (UTOPIA CARRELAGE),SOMMIER,43.33Z,43.33Z,ZAC LES MIRAMBELLES RUE DES EMBRUNS 17580 LE BOIS-PLAGE-EN-RE,17580,LE BOIS-PLAGE-EN-RE,17,,contact@utopia-habitat.fr,02 19 03 57 81,01,2017-09-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
90424602200019,904246022,NILS BOUHIER (LFB),BOUHIER,43.33Z,43.33Z,20 RUE DES FALAISES 17250 SAINTE-RADEGONDE,17250,SAINTE-RADEGONDE,17,https://www.qualit-enr.org/entreprises/jblec---jacques-bouhier,jb.lec@free.fr,06 98 98 33 05,NN,2021-10-07,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
38526428800015,385264288,MIGAUD MICHEL ET FILS,MIGAUD,43.39Z,43.39Z,ZA DES GREFFIERES 1 RUE HENRI BESSEMER 17140 LAGORD,17140,LAGORD,17,http://migaud-peinture.fr,b.migaud@orange.fr,05 46 67 41 34,11,1992-04-01,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
41900766100020,419007661,ENTREPRISE SUIRE RAVALEMENT PEINTURE,COMTE,43.39Z,43.39Z,9 RUE DU CHATEAU 17160 THORS,17160,THORS,17,,suireravalementpeinture@orange.fr,05 46 24 68 35,03,1998-04-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
51774805900014,517748059,LEON WOODS (OSWELL-WOODS),WOODS (OSWELL-WOODS),43.39Z,43.39Z,2 IMPASSE DES TOINONS 17160 BALLANS,17160,BALLANS,17,http://www.facebook.com/lbdmwoodstock,jpv@woodstock81.fr,05 63 40 05 64,NN,2009-11-16,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
53899684400030,538996844,DANY BORDIER (DANY BORDIER),BORDIER,43.39Z,43.39Z,BELLEVUE 17500 MORTIERS,17500,MORTIERS,17,,jean-michel.mathey21@orange.fr,03 80 64 17 71,NN,2012-02-01,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
