siret,siren,nom_entreprise,nom_dirigeant,naf_code,naf_libelle,adresse,code_postal,ville,departement,site_web,email,telephone,effectif,date_creation,nature_juridique,priorite,source,date_collecte
51404961800028,514049618,GUERIN ENERGIES,I.ENERGIE 22,43.22B,43.22B,LD QUENHOUET ZA DE POMMERET 22120 HILLION,22120,HILLION,22,http://www.guerinenergies.fr,jerome@guerinenergies.fr,02 96 30 93 43,02,2009-07-24,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
52523710300045,525237103,QUINSIMA (SOS SOLAIRE),LE BOUCHER D'HEROUVILLE,43.22B,43.22B,RUE LAVOISIER 22590 PORDIC,22590,PORDIC,22,,info@sossolaire.fr,06 59 84 28 24,02,2010-09-24,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
53366492600011,533664926,SARL GELDRON CHAUFFAGE,GELDRON,43.22B,43.22B,6 RUNANVIZIT 22970 PLOUMAGOAR,22970,PLOUMAGOAR,22,http://chauffage-guingamp.fr,geldronchauffage@gmail.com,02 96 21 21 21,01,2011-07-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
48037806600025,480378066,GALLERNE LAURENT (GALLERNE LAURENT),GALLERNE (GALLERNE),43.22B,43.22B,14 RUE LOUIS LAVERGNE 22600 LOUDEAC,22600,LOUDEAC,22,http://www.laurent-gallerne.fr,laurentgallerne@gmail.com,06 87 15 27 33,01,2005-01-07,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
30102983100031,301029831,SERVICE ENTRETIEN RAPIDE FUEL OIL (SERFO),HARNOIS,43.22B,43.22B,ZA LE FAUX 22600 TREVE,22600,TREVE,22,,serfo-compta@orange.fr,02 96 28 01 51,11,1974-01-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
32441643700014,324416437,SOCIETE BRETAGNE ISOLATION,LE BOUFFO,43.22B,43.22B,13 PLACE DE L 'EGLISE 22600 LOUDEAC,22600,LOUDEAC,22,http://www.bretagne-isolation-29.fr/,bretagne.isolation@orange.fr,02 98 17 06 58,NN,1982-01-28,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
30333646500032,303336465,ETABLISSEMENTS BOTREL (ETS BOTREL),BOTREL,43.22B,43.22B,ZA DE KERGRE OUEST 8 RUE MARION DU FAOUET 22970 PLOUMAGOAR,22970,PLOUMAGOAR,22,http://www.sas-botrel.com,b.urvoy@sas-botrel.com,02 96 40 65 40,21,1900-01-01,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
49718035600030,497180356,SOC EXPL PLOMBERIE CHAUFFAGE ARMORICAINE (SAS LEGAVRE) (SEPCA),TRISKELL AUDIT,43.22B,43.22B,ZA DE SAINTE CROIX RUE PIERRE ET MARIE CURIE 22190 PLERIN,22190,PLERIN,22,,contact@sepca.fr,02 96 74 52 51,12,1971-01-01,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
85173811200024,851738112,LE MINDU II (LE MINDU II),LE MINDU (LE MINDU),43.22B,43.22B,7 ZA DE KERGRE 22970 PLOUMAGOAR,22970,PLOUMAGOAR,22,https://www.qualit-enr.org/entreprises/le-mindu-ii,contact.guingamp@sebastien-lemindu.fr,02 96 40 10 48,02,2019-06-18,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
89006748100022,890067481,PROXISERVICES CHAUFFAGE (PROXICHAUFFAGE),ANDRIVON,43.22B,43.22B,59 AVENUE ALBERT TORQUEAU 22110 ROSTRENEN,22110,ROSTRENEN,22,http://www.proxi-chauffage.fr,proxichauffage@gmail.com,06 48 20 52 95,02,2020-09-25,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
