siret,siren,nom_entreprise,nom_dirigeant,naf_code,naf_libelle,adresse,code_postal,ville,departement,site_web,email,telephone,effectif,date_creation,nature_juridique,priorite,source,date_collecte
50842890100013,508428901,RAYNAUD JEROME,RAYNAUD (RAYNAUD),43.22B,43.22B,LA GARE 15100 ANDELAT,15100,ANDELAT,15,,jerome.raynaud15@outlook.fr,04 71 60 71 86,01,2008-10-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
80309186700025,803091867,EURL SAMUEL ASTIER,ASTIER (ASTIER),43.22B,43.22B,30 RUE DES AMANDIERS 15130 YTRAC,15130,YTRAC,15,,eurlsamuelastier@orange.fr,04 71 64 04 23,NN,2014-06-24,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
90128451300016,901284513,AGS ECO PAC (AGS ECO PAC),CROS,43.22B,43.22B,AVENUE DE LA GARE 15200 MAURIAC,15200,MAURIAC,15,https://www.qualit-enr.org/entreprises/sas-agsecopac,agsecopac@gmail.com,06 85 52 27 70,NN,2021-06-28,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
75340551300023,753405513,GLADINE,GLADINE (GLADINE),43.22B,43.22B,SENILHES 10 ROUTE DU MIDI 15130 ARPAJON-SUR-CERE,15130,ARPAJON-SUR-CERE,15,,sarl.gladine@orange.fr,04 71 46 02 13,NN,2012-09-03,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
49093174800019,490931748,BADUEL,BADUEL (BADUEL),43.22B,43.22B,RTE DE MAURIAC 15700 ALLY,15700,ALLY,15,,sarlbaduel@orange.fr,04 71 69 00 70,01,2006-07-03,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
84823662600018,848236626,SAS EURO FROID,FOFANA (FOFANA),43.22B,43.22B,ZONE ARTISANALE LES CAMPS 15130 LAFEUILLADE-EN-VEZIE,15130,LAFEUILLADE-EN-VEZIE,15,https://www.qualit-enr.org/entreprises/sas-euro-froid,eurofroid15@orange.fr,06 86 37 57 44,01,2019-03-01,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
38951175900018,389511759,SAS ETS VALET,RABOISSON,43.22B,43.22B,15 RUE JEAN MERMOZ 15000 AURILLAC,15000,AURILLAC,15,http://www.chauffage-valet-15.fr,rigaletsvalet@gmail.com,04 71 48 22 88,11,1992-12-18,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
38831081500021,388310815,SARL MONTEIL SERRE,MONTEIL (MONTEIL),43.22B,43.22B,ZI DE SAUSSAC 15400 RIOM-ES-MONTAGNES,15400,RIOM-ES-MONTAGNES,15,,nicolas.monteils@laposte.net,06 88 78 58 15,01,1992-07-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
80328079100028,803280791,MG ENERGIES,GIBERT (GIBERT),43.22B,43.22B,12 LOT COMMUNAL DU PRE DU FOUR 15590 VELZIC,15590,VELZIC,15,https://www.qualit-enr.org/entreprises/mg-energies,mgenergies56@gmail.com,06 65 73 51 49,00,2014-06-18,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
43887394500010,438873945,SARL LAFARGE,LAFARGE (CLEMENT),43.22B,43.22B,RTE DE RILHAC XAINTRIE 15700 PLEAUX,15700,PLEAUX,15,https://www.qualit-enr.org/entreprises/entreprise-lafarge,lafarge.jg@orange.fr,04 73 65 67 44,NN,2001-09-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
52409948800032,524099488,ECOTHERMIC,BUGEIA,43.29A,43.29A,86 BOULEVARD LOUIS DAUZIER 15000 AURILLAC,15000,AURILLAC,15,http://ecothermic.fr,ecothermic15@gmail.com,04 71 62 80 70,03,2010-07-13,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
53412082900021,534120829,SEB RENNO IMMO,MODENEL (MODENEL),43.29A,43.29A,FRAISSINET 15100 SAINT-FLOUR,15100,SAINT-FLOUR,15,,contact@renn-ov.fr,02 99 77 83 31,NN,2011-08-16,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
33838084300015,338380843,ISO RENOV,GORGAS (GORGAS),43.29A,43.29A,120 AV DU GAL LECLERC 15000 AURILLAC,15000,AURILLAC,15,,isorenov51@gmail.com,06 19 94 29 41,NN,1986-07-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
87815089500018,878150895,MENUISERIE DES MONTS,CLERMONT,43.91A,70.10Z,LES QUATRE CHEMINS 15000 AURILLAC,15000,AURILLAC,15,,gaelle.clermont@multimateriaux.com,04 71 48 44 33,02,2019-10-16,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
48825293300012,488252933,ETABLISSEMENTS ORLHAC,ORLHAC (ORLHAC),43.91A,43.91A,LA ROUNIOUSE 15110 CHAUDES-AIGUES,15110,CHAUDES-AIGUES,15,,alain.orlhac@orange.fr,04 71 23 59 72,02,2006-01-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
93927891700017,939278917,REMI BEVILACQUA,BEVILACQUA,43.91A,43.91A,3 LOTISSEMENT DU PONT 15800 SAINT-JACQUES-DES-BLATS,15800,SAINT-JACQUES-DES-BLATS,15,,sarl.bevilacqua@wanadoo.fr,03 84 70 67 43,NN,2025-01-09,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
32894829400025,328948294,MENUISERIE THERON,THERON (MARKOVIC),43.91A,43.91A,SALVANHAC 15800 VIC-SUR-CERE,15800,VIC-SUR-CERE,15,,menuiserie.theron@wanadoo.fr,04 71 47 59 06,11,1984-01-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
89865541000022,898655410,SARL PICHON GUILLAUMIN,GUILLAUMIN,43.91A,43.91A,LE MARTINET 15300 MURAT,15300,MURAT,15,,jupichon@hotmail.fr,06 83 76 90 47,00,2021-04-21,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
32672808600017,326728086,ENTREPRISE BRUNEL,BRUNEL (BRUNEL),43.91A,43.91A,LES CITES 15170 NEUSSARGUES EN PINATELLE,15170,NEUSSARGUES EN PINATELLE,15,,ghislaine@sarlbrunel.fr,04 66 30 40 83,NN,1964-01-01,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
44925719500056,449257195,MAURICE NAILLER (SARL NAILLER),BARANGER,43.91B,43.91B,ZONE D'ACTIVITES DU MARTINET 15300 MURAT,15300,MURAT,15,http://www.mauricenailler.com,contact.mn@lgmn.fr,04 71 20 06 37,21,2003-01-01,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
48449756500032,484497565,RITOU,DELPRAT,43.91B,43.91B,31 BOULEVARD PASTEUR 15200 MAURIAC,15200,MAURIAC,15,http://www.toiture-cantal.fr/,compta@sarlritou.fr,04 71 68 28 41,12,2005-07-01,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
37893736100020,378937361,AURITOIT,LAYBROS,43.91B,43.91B,ZAC DE BARADEL 7 AVENUE DU GARRIC 15000 AURILLAC,15000,AURILLAC,15,http://www.auritoit.fr,auritoit@wanadoo.fr,04 71 48 62 40,11,1990-08-07,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
44283402400014,442834024,ENTREPRISE PARATIAS ET FILS,PARATIAS (PARATIAS),43.91B,43.91B,16 B RUE DU FOIRAIL 15320 RUYNES-EN-MARGERIDE,15320,RUYNES-EN-MARGERIDE,15,http://www.facebook.com/paratiascouverturezinguerie/?locale=fr_fr,paratias.julien@orange.fr,04 71 23 42 82,03,2002-07-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
80096989100012,800969891,GUILLAUME LAFON,LAFON,43.91B,43.91B,6 RUE DE LA SABLIERE 15250 JUSSAC,15250,JUSSAC,15,,guillaumelafon@sfr.fr,04 43 04 65 51,01,2014-03-24,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
80861776500017,808617765,EURL DEFIX NICOLAS SERVICES (EURL DNS),DEFIX (DEFIX),43.91B,43.91B,13 LES BREUILS 15100 ROFFIAC,15100,ROFFIAC,15,http://www.defix-menuiserie.fr,compta@marcdefix.fr,04 71 57 01 06,NN,2015-01-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
78875152700011,788751527,ESCARBASSIERE FRANCIS (ESCARBASSIERE FRANCIS),ESCARBASSIERE (ESCARBASSIERE),43.91B,43.91B,EMBRASSAC 15200 JALEYRAC,15200,JALEYRAC,15,http://www.constructionecologique66.com,marc.escarbassiere@gmail.com,04 68 96 37 31,NN,2012-10-29,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
75122266200015,751222662,RICARD,RICARD (FAURIE),43.91B,43.91B,4 ZONE ARTISANALE 15160 ALLANCHE,15160,ALLANCHE,15,,ricard81@orange.fr,06 71 08 11 26,01,2012-04-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
40210719700038,402107197,RENE BURBAN (RENE BURBAN),BURBAN (BURBAN),43.91B,43.91B,LE BOURG RTE DU VAULMIER 15380 SAINT-VINCENT-DE-SALERS,15380,SAINT-VINCENT-DE-SALERS,15,http://menuiserie-burban.fr,contact@menuiserie-burban.fr,02 97 66 11 50,NN,1995-09-04,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
98082683800016,980826838,LOUPIAC TOITURE ET RENOVATION,BOSCHER,43.91B,43.91B,LIEUDIT LOUPIAC 1 ROUTE DE BRANZAC 15700 PLEAUX,15700,PLEAUX,15,,loupiactr15@gmail.com,06 50 40 98 50,NN,2023-10-18,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
97974944700020,979749447,M'ERCY TOITURE (M'ERCY TOITURE),LARGE,43.91B,43.91B,RUE DES TERRONS 15130 VEZAC,15130,VEZAC,15,http://www.hbs.menuiserie.fr,hbs.menuiserie@orange.fr,03 29 91 22 05,NN,2023-09-20,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
