siret,siren,nom_entreprise,nom_dirigeant,naf_code,naf_libelle,adresse,code_postal,ville,departement,site_web,email,telephone,effectif,date_creation,nature_juridique,priorite,source,date_collecte
33312148100043,333121481,SARL DA CUNHA FINITIONS,GARRANT (GARRANT),43.31Z,43.31Z,23 ROUTE DE COURNON 63170 AUBIERE,63170,AUBIERE,63,http://www.dacunha63.fr,contact@dacunha63.fr,07 49 15 69 17,02,1985-06-29,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
35018531000033,350185310,PLATRERIE PEINTURE ALEX BALZARINI,ALEX BALZARINI (ALEX BALZARINI),43.31Z,43.31Z,ZA LE SIFFLET 11 RUE DENISE TROUILLARD 63500 LE BROC,63500,LE BROC,63,http://www.alexbalzarini.com,contact@alexbalzarini.com,04 73 89 22 51,12,1989-01-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
44285949200047,442859492,LIRIO,PEREIRA DA SILVA,43.31Z,43.31Z,15 AVENUE HENRI POURRAT 63510 AULNAT,63510,AULNAT,63,,sarl.lirio@orange.fr,04 73 69 62 26,03,2002-07-15,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
44773271000036,447732710,BARROT,HOLDING JBH,43.31Z,43.31Z,ZA DE LA LISSANDRE AVENUE DES FRERES LUMIERE 63430 PONT-DU-CHATEAU,63430,PONT-DU-CHATEAU,63,http://www.isolation-ravalement-clermontferrand.fr,contact@jbarrot.fr,04 73 68 03 65,11,2003-03-18,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
44792924100027,447929241,FINIDOME - CHALARD,BARROUX,43.31Z,43.31Z,ZI DU BREZET 14 RUE GUTENBERG 63100 CLERMONT-FERRAND,63100,CLERMONT-FERRAND,63,http://www.finidome.fr,philippe.barroux@finidome.fr,04 73 37 12 68,11,2003-03-26,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
45055125400037,450551254,ARENOVER,YCHARD,43.31Z,43.31Z,92 B AVENUE DU BREZET 63000 CLERMONT-FERRAND,63000,CLERMONT-FERRAND,63,,contact@arenover.fr,04 73 90 89 82,03,2003-10-06,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
50182561600011,501825616,TIXIER PLATRERIE PEINTURE,TIXIER (TIXIER),43.31Z,43.31Z,ZA 63380 CONDAT-EN-COMBRAILLE,63380,CONDAT-EN-COMBRAILLE,63,,sarl-tixier@orange.fr,04 73 73 77 19,01,2007-10-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
49162963000022,491629630,GAETAN GAILLARD,GAILLARD,43.31Z,43.31Z,39 BOULEVARD JEAN-BAPTISTE ROMEUF 63130 ROYAT,63130,ROYAT,63,,gaetan.gaillard@neuf.fr,04 43 57 36 91,NN,2006-09-11,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
81261506000033,812615060,AUVERGNE FINITIONS (AUVERGNE FINITIONS),BENZAABAR,43.31Z,43.31Z,33 RUE VERMENOUZE 63000 CLERMONT-FERRAND,63000,CLERMONT-FERRAND,63,,contact@auvergne-finitions.com,04 73 41 04 67,02,2015-08-01,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
79751648100018,797516481,BELLUN ALEXANDRE,BELLUN (BELLUN),43.31Z,43.31Z,CHEMIN DE LA GUELLE 63160 BILLOM,63160,BILLOM,63,http://www.bellun-peinture.fr,alexandre.bellun@gmail.com,06 03 39 69 38,03,2013-09-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
80126606500011,801266065,AUVERPLATRE (AUVERPLATRE),CHAGNIAUD (CHAGNIAUD),43.31Z,43.31Z,18 RUE DE LA CONFIANCE 63100 CLERMONT-FERRAND,63100,CLERMONT-FERRAND,63,,auverplatre@gmail.com,06 59 28 33 18,01,2014-04-07,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
89870559500012,898705595,ETS TARTIERE VINCENT,TARTIERE,43.31Z,43.31Z,1 ROUTE DE SAINT AVIT 63620 GIAT,63620,GIAT,63,http://ccmtartiere.com,ccmtartiere@wanadoo.fr,04 73 78 31 31,01,2021-04-22,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
34512408500027,345124085,COURPIERE BRICOLAGE (COURPIERE BRICOLAGE),LAROYE,43.32A,43.32A,9 RUE DES PERCIERES 63120 COURPIERE,63120,COURPIERE,63,,courpiere.bricolage@orange.fr,04 73 51 24 12,02,1988-06-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
48388057100029,483880571,FERMETURES CONFORT,L'HERMIONE,43.32A,43.32B,1000 ROUTE DE ROMAGNAT 63110 BEAUMONT,63110,BEAUMONT,63,http://www.fermetures-confort.fr,fermetures-confort@orange.fr,04 73 23 12 12,11,2005-09-01,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
74983826400028,749838264,JV SERVICES,DUBE (DUBE),43.32A,43.32A,LE CAMP DE LASTIC 63820 BRIFFONS,63820,BRIFFONS,63,https://www.qualit-enr.org/entreprises/jv-services,secretariat@jv-services.fr,02 32 25 92 80,01,2012-03-05,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
34906677900027,349066779,PHILIPPE MOUTON,MOUTON (MOUTON),43.32A,43.32A,CHERGAUDET 63620 GIAT,63620,GIAT,63,,ph.mouton411@gmail.com,04 73 21 75 94,NN,1989-01-02,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
39825838400021,398258384,JEAN FAURE,FAURE (FAURE),43.32A,01.41Z,LIEU DIT LA NARSE 63740 GELLES,63740,GELLES,63,http://www.jeanfaure.eu,contact@jeanfaure.eu,04 78 57 18 04,NN,1994-09-12,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
45168689300038,451686893,BRUGIERE FRERES - MENUISERIE - CHARPENTE COUVERTURE (BRUGIERE MENUISERIE CHARPENTE),BRUGIERE,43.32A,43.32A,ZONE D'ACTIVITE LA VERGNERE 133 CHEMIN DES CASCADES 63150 LA BOURBOULE,63150,LA BOURBOULE,63,http://www.menuiserie-brugiere.com,brugierefreres@orange.fr,04 73 81 10 18,03,2004-01-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
48780109400029,487801094,ROGER FOUGEROUSE (MENUISERIE FOUGEROUSE),JAY (FOUGEROUSE),43.32A,43.32A,11 ROUTE D’USSON 63840 VIVEROLS,63840,VIVEROLS,63,http://www.menuiseriefougerouse.fr,direction@menuiseriefougerouse.fr,04 73 95 10 99,02,2006-01-02,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
85081944200011,850819442,N.J FERMETURE ISO,MOUGAMADOURAFIRCKE,43.32A,43.32A,CENTRE COMMERCIAL AUCHAN NORD RUE DU TORPILLEUR SIROCCO 63100 CLERMONT-FERRAND,63100,CLERMONT-FERRAND,63,http://www.nj-fermeture.fr,n.jfermetureiso@gmail.com,06 06 73 86 91,02,2019-05-15,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
44181802800025,441818028,BERNARD FARGEIX (BERNARD FARGEIX),FARGEIX (FARGEIX),43.32A,43.32A,RUE DE LA BOUTEILLE 63760 BOURG-LASTIC,63760,BOURG-LASTIC,63,http://www.charpente-menuiserie-63.com,contact@bernardfargeix.fr,04 73 21 47 64,03,2002-05-13,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
48765075600017,487650756,SARL MENUISERIE POSE RENOVATION 63 (SARL MPR 63),COSTE (COSTE),43.32A,43.32A,L OLIGNE ROUTE DE CUNLHAT 63590 TOURS-SUR-MEYMONT,63590,TOURS-SUR-MEYMONT,63,,mpr63@orange.fr,04 73 53 95 17,02,2006-01-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
38832810600017,388328106,ENTREPRISE RODDE ET FILS,RODDE (RODDE),43.32A,43.32A,CHEMIN DES MEUNIERS 63800 LA ROCHE-NOIRE,63800,LA ROCHE-NOIRE,63,http://www.menuiserie-rodde.fr,roddeetfils@orange.fr,04 73 88 16 80,02,1992-07-24,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
90861749100018,908617491,DANIEL COLON,ARTIGE (ARTIGE),43.32A,43.32A,BORDAS 63210 ROCHEFORT MONTAGNE,63210,ROCHEFORT MONTAGNE,63,,colon.daniel@orange.fr,04 73 65 90 55,02,2022-01-01,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
40015419100029,400154191,JOSE POMEL,POMEL (POMEL),43.32A,43.32A,PAVILLON 46 12 ALLEE DES GENTIANES 63000 CLERMONT-FERRAND,63000,CLERMONT-FERRAND,63,,pomel.freres@orange.fr,04 50 39 02 31,NN,1995-03-15,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
39980567000029,399805670,SARL RICHARD RONGIER TTMB (SARL RICHARD RONGIER TTMB),VALLUCHE (VALLUCHE),43.32A,43.32A,ZA RUE DE BRETAGNE 63460 COMBRONDE,63460,COMBRONDE,63,,contact@ttmb.fr,04 73 97 13 69,11,1995-01-02,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
42246584900038,422465849,THIERRY FARGHEN (FARGHEN THIERRY),FARGHEN (FARGHEN),43.32A,43.32A,LES MANECHES 63330 VIRLET,63330,VIRLET,63,,thierry.farghen0591@orange.fr,04 73 52 39 34,01,1999-04-12,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
42313342000038,423133420,MGF,GUILLAUME (GUILLAUME),43.32A,43.32A,1 B GRAND CHEMIN 63260 CHAPTUZAT,63260,CHAPTUZAT,63,http://menuiseriesguillaume.wpcomstaging.com/,contact@menuiseries-guillaume.fr,04 73 33 06 78,02,1999-06-02,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
52290886200017,522908862,AUVERGNE ECO HABITAT,GUILLIEN (GUILLIEN),43.32A,43.32A,67 AVENUE JEAN JAURES 63200 MOZAC,63200,MOZAC,63,http://www.fenetre-auvergne.fr,auvergne-eco-habitat@orange.fr,04 73 64 38 71,02,2010-05-26,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
52342327500016,523423275,DE A A Z FERMETURES,HOLDING C2DV,43.32A,43.32A,2 IMPASSE MARIE MARVINGT 63500 ISSOIRE,63500,ISSOIRE,63,http://www.az-fermetures.fr,compta@az-fermetures.fr,04 73 89 36 84,11,2010-06-29,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
50948388900010,509483889,ALAIN DUCROS,DUCROS (DUCROS),43.32A,43.32A,LE BOURG 63640 CHARENSAT,63640,CHARENSAT,63,,alainducros.menuiserie@orange.fr,04 73 52 53 12,NN,2009-01-05,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-09
